Date,Open,High,Low,Close,Adj Close,Volume
"Apr 10, 2026",6839.240234375,6845.77001953125,6808.4599609375,6816.89013671875,6816.89013671875,4393220000
"Apr 9, 2026",6783.68994140625,6835.31005859375,6761.5498046875,6824.66015625,6824.66015625,4912410000
"Apr 8, 2026",6754.35986328125,6793.5,6740.27978515625,6782.81005859375,6782.81005859375,5904880000
"Apr 7, 2026",6601.93017578125,6618.259765625,6534.5498046875,6616.85009765625,6616.85009765625,4555680000
"Apr 6, 2026",6587.66015625,6618.1298828125,6579.72021484375,6611.830078125,6611.830078125,3906440000
"Apr 2, 2026",6512.60986328125,6601.91015625,6474.93994140625,6582.68994140625,6582.68994140625,4740740000
"Apr 1, 2026",6556.56005859375,6609.669921875,6554.2900390625,6575.31982421875,6575.31982421875,5637260000
"Mar 31, 2026",6395.8798828125,6539.0498046875,6395.8798828125,6528.52001953125,6528.52001953125,6396100000
"Mar 30, 2026",6403.3701171875,6427.31005859375,6316.91015625,6343.72021484375,6343.72021484375,5458640000
"Mar 27, 2026",6453.89013671875,6453.89013671875,6356.080078125,6368.85009765625,6368.85009765625,5303490000
"Mar 26, 2026",6555.85986328125,6573.22021484375,6473.7900390625,6477.16015625,6477.16015625,4845560000
"Mar 25, 2026",6598.35009765625,6633.93994140625,6568.41015625,6591.89990234375,6591.89990234375,4936720000
"Mar 24, 2026",6552.08984375,6595.75,6525.10986328125,6556.3701171875,6556.3701171875,5278580000
"Mar 23, 2026",6574.9599609375,6651.6201171875,6565.5498046875,6581.0,6581.0,6020650000
"Mar 20, 2026",6594.66015625,6594.66015625,6473.52001953125,6506.47998046875,6506.47998046875,10025820000
"Mar 19, 2026",6583.1201171875,6636.740234375,6557.81982421875,6606.490234375,6606.490234375,5973390000
"Mar 18, 2026",6697.16015625,6705.18017578125,6621.66015625,6624.7001953125,6624.7001953125,5275480000
"Mar 17, 2026",6722.35009765625,6754.2998046875,6710.7998046875,6716.08984375,6716.08984375,5063390000
"Mar 16, 2026",6674.3701171875,6729.7900390625,6674.3701171875,6699.3798828125,6699.3798828125,5176290000
"Mar 13, 2026",6673.490234375,6733.2998046875,6623.919921875,6632.18994140625,6632.18994140625,5337120000
"Mar 12, 2026",6740.8798828125,6740.8798828125,6670.39990234375,6672.6201171875,6672.6201171875,6292170000
"Mar 11, 2026",6790.08984375,6811.14990234375,6745.58984375,6775.7998046875,6775.7998046875,5511090000
"Mar 10, 2026",6796.56005859375,6845.080078125,6759.740234375,6781.47998046875,6781.47998046875,5944950000
"Mar 9, 2026",6699.7998046875,6810.43994140625,6636.0400390625,6795.990234375,6795.990234375,6709410000
"Mar 6, 2026",6769.02978515625,6773.419921875,6711.56005859375,6740.02001953125,6740.02001953125,5793120000
"Mar 5, 2026",6851.080078125,6870.43017578125,6770.77978515625,6830.7099609375,6830.7099609375,5989300000
"Mar 4, 2026",6831.68994140625,6885.93994140625,6811.64013671875,6869.5,6869.5,5252170000
"Mar 3, 2026",6800.259765625,6840.0498046875,6710.419921875,6816.6298828125,6816.6298828125,6442080000
"Mar 2, 2026",6824.35986328125,6901.009765625,6796.85009765625,6881.6201171875,6881.6201171875,6079080000
"Feb 27, 2026",6856.5400390625,6882.9599609375,6831.740234375,6878.8798828125,6878.8798828125,6665660000
"Feb 26, 2026",6944.740234375,6947.25,6859.72998046875,6908.85986328125,6908.85986328125,5889550000
"Feb 25, 2026",6915.14990234375,6952.509765625,6915.14990234375,6946.1298828125,6946.1298828125,5328060000
"Feb 24, 2026",6837.3701171875,6899.169921875,6815.43017578125,6890.06982421875,6890.06982421875,5266090000
"Feb 23, 2026",6901.25,6916.9599609375,6819.81982421875,6837.75,6837.75,5638350000
"Feb 20, 2026",6843.259765625,6915.85986328125,6836.330078125,6909.509765625,6909.509765625,5432480000
"Feb 19, 2026",6861.33984375,6879.1201171875,6833.06005859375,6861.89013671875,6861.89013671875,5151690000
"Feb 18, 2026",6855.47998046875,6909.1201171875,6849.66015625,6881.31005859375,6881.31005859375,5098160000
"Feb 17, 2026",6819.85986328125,6866.990234375,6775.5,6843.22021484375,6843.22021484375,5418480000
"Feb 13, 2026",6834.27001953125,6881.9599609375,6794.5498046875,6836.169921875,6836.169921875,5718360000
"Feb 12, 2026",6957.5400390625,6973.22021484375,6824.0400390625,6832.759765625,6832.759765625,7118700000
"Feb 11, 2026",6976.47998046875,6993.47998046875,6911.97021484375,6941.47021484375,6941.47021484375,6175510000
"Feb 10, 2026",6974.490234375,6986.830078125,6937.52978515625,6941.81005859375,6941.81005859375,5595950000
"Feb 9, 2026",6917.259765625,6980.10009765625,6905.8701171875,6964.81982421875,6964.81982421875,5650260000
"Feb 6, 2026",6816.740234375,6944.89013671875,6816.740234375,6932.2998046875,6932.2998046875,6283680000
"Feb 5, 2026",6837.39013671875,6857.85009765625,6780.1298828125,6798.39990234375,6798.39990234375,6989120000
"Feb 4, 2026",6924.5,6936.08984375,6838.7998046875,6882.72021484375,6882.72021484375,7475750000
"Feb 3, 2026",6985.4501953125,6993.080078125,6862.0498046875,6917.81005859375,6917.81005859375,7017660000
"Feb 2, 2026",6916.64013671875,6991.919921875,6914.33984375,6976.43994140625,6976.43994140625,5772050000
"Jan 30, 2026",6947.27001953125,6964.08984375,6893.47998046875,6939.02978515625,6939.02978515625,6697340000
"Jan 29, 2026",6977.740234375,6992.83984375,6870.7998046875,6969.009765625,6969.009765625,6877780000
"Jan 28, 2026",7002.0,7002.27978515625,6963.4599609375,6978.02978515625,6978.02978515625,5507670000
"Jan 27, 2026",6965.9599609375,6988.81982421875,6958.830078125,6978.60009765625,6978.60009765625,5331720000
