Date,Open,High,Low,Close,Adj Close,Volume
"May 12, 2026",292.7550048828125,295.2699890136719,292.614990234375,294.79998779296875,294.79998779296875,43943518
"May 11, 2026",291.9800109863281,293.8800048828125,290.2300109863281,292.67999267578125,292.67999267578125,42247300
"May 8, 2026",290.010009765625,294.760009765625,290.0,293.32000732421875,293.0500183105469,52692800
"May 7, 2026",289.2699890136719,292.1300048828125,285.7799987792969,287.44000244140625,287.1754150390625,45224300
"May 6, 2026",281.9200134277344,288.0299987792969,281.07000732421875,287.510009765625,287.245361328125,58336100
