run_id,harness_version,seed,torch_version,numpy_version,ticker,as_of_date,history_mode,fh,horizon_step,forecast_date,last_close,pred,lower,upper,actual,signed_err,abs_err,sq_err,ape,smape_term,in_interval,interval_width,norm_width,dir_pred,dir_actual,dir_eligible,dir_hit,status,skip_reason,device,model_meta_json
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-09-23,replay,3,1.0,2024-09-24,226.47000122070312,221.17796875536135,218.68309084474294,223.67284666597973,227.3699951171875,-6.1920263618261515,6.1920263618261515,38.34119046555001,0.02723326074152728,0.027609205081958924,0.0,4.989755821236798,0.022032745150975218,-1.0,1.0,1.0,0.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-09-23,replay,3,2.0,2024-09-25,226.47000122070312,221.13195173445013,218.63984520539128,223.62405826350894,226.3699951171875,-5.238043382737374,5.238043382737374,27.437098479438788,0.02313930068349269,0.02341014790925129,0.0,4.9842130581176605,0.0220082705490886,-1.0,-1.0,1.0,1.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-09-23,replay,3,3.0,2024-09-26,226.47000122070312,221.10827144866914,218.61935947029008,223.59718342704818,227.5200042724609,-6.411732823791766,6.411732823791766,41.11031780368874,0.028180963007162902,0.028583721404922484,0.0,4.977823956758101,0.021980058859570693,-1.0,1.0,1.0,0.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-09-30,replay,3,1.0,2024-10-01,233.0,223.72219692998567,218.86865785236665,228.5757360076047,226.2100067138672,-2.4878097838815165,2.4878097838815165,6.189197520776598,0.0109977883826702,0.011058598445426062,1.0,9.707078155238037,0.04166127963621475,-1.0,-1.0,1.0,1.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-09-30,replay,3,2.0,2024-10-02,233.0,223.66341124441385,218.80470533473903,228.52211715408865,226.77999877929688,-3.116587534883024,3.116587534883024,9.713117862588245,0.013742779573414226,0.013837864937213628,1.0,9.717411819349621,0.04170563012596404,-1.0,-1.0,1.0,1.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-09-30,replay,3,3.0,2024-10-03,233.0,223.64519108598677,218.7886502333612,228.5017319386123,225.6699981689453,-2.024807082958546,2.024807082958546,4.099843723199095,0.008972424776831418,0.00901285837372265,1.0,9.713081705251085,0.04168704594528363,-1.0,-1.0,1.0,1.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-10-07,replay,3,1.0,2024-10-08,221.69000244140625,225.59696789745794,222.82951648501682,228.36441930989906,225.7700042724609,-0.17303637500296531,0.17303637500296531,0.029941587074166838,0.000766427655261696,0.0007667214735322951,1.0,5.534902824882238,0.024966858062736227,1.0,1.0,1.0,1.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-10-07,replay,3,2.0,2024-10-09,221.69000244140625,225.61226332536808,222.8485939175617,228.37593273317444,229.5399932861328,-3.9277299607647365,3.9277299607647365,15.427062644688958,0.017111309905235683,0.017258971712040896,0.0,5.527338815612751,0.0249327383045776,1.0,1.0,1.0,1.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-10-07,replay,3,3.0,2024-10-10,221.69000244140625,225.61178888918357,222.84812466152962,228.3754531168375,229.0399932861328,-3.4282043969492406,3.4282043969492406,11.752585387262107,0.014967710869020536,0.015080571687398797,0.0,5.527328455307867,0.024932691571279884,1.0,1.0,1.0,1.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-10-14,replay,3,1.0,2024-10-15,231.3000030517578,226.47747952133022,223.3244426523472,229.63051639031323,233.8500061035156,-7.3725265821853725,7.3725265821853725,54.35414820502993,0.03152673247706422,0.032031659253098685,0.0,6.306073737966045,0.027263612861063994,-1.0,1.0,1.0,0.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-10-14,replay,3,2.0,2024-10-16,231.3000030517578,226.44450168415187,223.2891695142866,229.5998338540171,231.77999877929688,-5.335497095145001,5.335497095145001,28.467529252300746,0.023019661417055717,0.02328769888885764,0.0,6.310664339730494,0.02728345982044091,-1.0,1.0,1.0,0.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-10-14,replay,3,3.0,2024-10-17,231.3000030517578,226.4370841991945,223.2821158733702,229.59205252501874,232.1499938964844,-5.712909697289916,5.712909697289916,32.637337209389166,0.024608700613782057,0.02491526678428555,0.0,6.309936651648542,0.02728031374144242,-1.0,1.0,1.0,0.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-10-21,replay,3,1.0,2024-10-22,236.47999572753903,226.19305903464553,221.5824952870011,230.80362278228995,235.8600006103516,-9.666941575706062,9.666941575706062,93.4497594281144,0.040985930427754745,0.041843426307503866,0.0,9.22112749528884,0.03899326649985643,-1.0,-1.0,1.0,1.0,scored,,,
20260613T073854Z,1.0.0,42,2.6.0+cu124,1.26.4,AAPL,2024-10-21,replay,3,2.0,2024-10-23,236.47999572753903,226.12059878930447,221.5096502217799,230.73154735682903,230.75999450683597,-4.6393957175314995,4.6393957175314995,21.523992623849615,0.020104852781984546,0.020309007585815057,0.0,9.221897135049119,0.038996521065883936,-1.0,-1.0,1.0,1.0,scored,,,
